"id","name","gender","gender_probability","age","age_group","country_id","country_name","country_probability","created_at"
"019db92c-fa67-74c1-9dd9-3ed5340fbe60","Linda Perez","female",0.67,26,"adult","CA","Canada",0.37,"2026-04-23T07:34:14.009Z"
"019db92c-fa67-74c1-9dd9-3b1a276b7d05","Tendai Masondo","male",0.7,18,"teenager","ZA","South Africa",0.59,"2026-04-23T07:34:13.689Z"
"019db92c-fa67-74c1-9dd9-371189734d55","Kojo Kaboré","male",0.91,39,"adult","SN","Senegal",0.5,"2026-04-23T07:34:12.849Z"
"019db92c-fa67-74c1-9dd9-3171df08251f","Thabo Shabalala","male",0.89,38,"adult","ET","Ethiopia",0.92,"2026-04-23T07:34:12.526Z"
"019db92c-fa67-74c1-9dd9-2de1dd61b541","Michael Nwosu","male",0.72,37,"adult","BJ","Benin",0.77,"2026-04-23T07:34:12.221Z"
"019db92c-fa67-74c1-9dd9-2b9b53b73374","Khaled Lamrani","male",0.85,41,"adult","SD","Sudan",0.42,"2026-04-23T07:34:11.898Z"
"019db92c-fa67-74c1-9dd9-27918c1e8018","Sizwe Khumalo","male",0.99,48,"adult","ZM","Zambia",0.39,"2026-04-23T07:34:11.547Z"
"019db92c-fa67-74c1-9dd9-20df5e898d34","Adwoa Chukwu","female",0.93,80,"senior","ML","Mali",0.64,"2026-04-23T07:34:11.198Z"
"019db92c-fa67-74c1-9dd9-1fea65495058","Mary Williams","female",0.77,24,"adult","FR","France",0.36,"2026-04-23T07:34:10.890Z"
"019db92c-fa67-74c1-9dd9-1826f9961040","Kunle Traoré","male",0.77,79,"senior","SN","Senegal",0.49,"2026-04-23T07:34:10.566Z"
"019db92c-fa67-74c1-9dd9-1587b6fdb284","Nancy Green","female",0.85,43,"adult","US","United States",0.42,"2026-04-23T07:34:10.239Z"
"019db92c-fa67-74c1-9dd9-104b15fcffac","Théophile Gizenga","male",0.78,74,"senior","CD","DR Congo",0.64,"2026-04-23T07:34:09.917Z"
"019db92c-fa67-74c1-9dd9-0e870ca017cc","Jason Davis","male",0.74,71,"senior","GB","United Kingdom",0.79,"2026-04-23T07:34:09.597Z"
"019db92c-fa67-74c1-9dd9-0ac0558207a5","Tafadzwa Sibanda","male",0.86,34,"adult","AO","Angola",0.22,"2026-04-23T07:34:09.277Z"
"019db92c-fa67-74c1-9dd9-04ba912bea9c","Lindiwe Ahmed","female",0.91,44,"adult","KM","Comoros",0.74,"2026-04-23T07:34:08.958Z"
"019db92c-fa67-74c1-9dd9-03c2f7e8b40f","Ryan Thomas","male",0.86,51,"adult","DE","Germany",0.63,"2026-04-23T07:34:08.645Z"
"019db92c-fa67-74c1-9dd8-febf44ecd488","Yaa Sawadogo","female",0.8,23,"adult","BJ","Benin",0.13,"2026-04-23T07:34:08.301Z"
"019db92c-fa67-74c1-9dd8-fa9b9bd48efe","Esi Hounsou","female",0.72,77,"senior","CV","Cape Verde",0.74,"2026-04-23T07:34:07.982Z"
"019db92c-fa67-74c1-9dd8-f4a49965c357","Awino Nxumalo","female",0.71,48,"adult","MG","Madagascar",0.14,"2026-04-23T07:34:07.654Z"
"019db92c-fa67-74c1-9dd8-f1fff01ef475","Njoroge Kamau","male",0.67,7,"child","UG","Uganda",0.63,"2026-04-23T07:34:07.333Z"
"019db92c-fa67-74c1-9dd8-ef478aba9a1e","Kamau Awino","male",0.75,38,"adult","BI","Burundi",0.22,"2026-04-23T07:34:07.013Z"
"019db92c-fa67-74c1-9dd8-e846bcd9456b","Tatenda Sibanda","male",0.84,43,"adult","ZM","Zambia",0.55,"2026-04-23T07:34:06.709Z"
"019db92c-fa67-74c1-9dd8-e5c93231e993","David Okafor","male",0.67,38,"adult","BJ","Benin",0.42,"2026-04-23T07:34:06.381Z"
"019db92c-fa67-74c1-9dd8-e3354959722e","Emily Davis","female",0.77,17,"teenager","AU","Australia",0.45,"2026-04-23T07:34:06.055Z"
"019db92c-fa67-74c1-9dd8-de08a6ac6db0","Nomsa Mnguni","female",0.78,68,"senior","ZA","South Africa",0.84,"2026-04-23T07:34:05.717Z"
"019db92c-fa67-74c1-9dd8-d9d45b89866a","Akua Agbodji","female",0.8,40,"adult","BJ","Benin",0.28,"2026-04-23T07:34:04.667Z"
"019db92c-fa67-74c1-9dd8-d64589958cfb","Chidi Zinsou","male",0.96,83,"senior","CI","Côte d'Ivoire",0.41,"2026-04-23T07:34:04.337Z"
"019db92c-fa67-74c1-9dd8-d3f788ed695b","Samir El Fassi","male",0.7,89,"senior","DZ","Algeria",0.67,"2026-04-23T07:34:03.989Z"
"019db92c-fa67-74c1-9dd8-cca168bb0bf9","Timothy Thomas","male",0.72,30,"adult","IN","India",0.89,"2026-04-23T07:34:03.689Z"
"019db92c-fa67-74c1-9dd8-cb0b46b8c24b","Honorine Compaoré","female",0.66,45,"adult","NG","Nigeria",0.56,"2026-04-23T07:34:03.370Z"
"019db92c-fa67-74c1-9dd8-c4e773a856e0","Rumbidzai Dlamini","female",0.98,7,"child","ZA","South Africa",0.59,"2026-04-23T07:34:03.028Z"
"019db92c-fa67-74c1-9dd8-c27a55c0fe1f","Joseph Davis","male",0.72,13,"teenager","BR","Brazil",0.85,"2026-04-23T07:34:02.697Z"
"019db92c-fa67-74c1-9dd8-beb09aca8c6a","Hana Tazi","female",0.67,27,"adult","EG","Egypt",0.57,"2026-04-23T07:34:02.368Z"
"019db92c-fa67-74c1-9dd8-b8a5f589eef7","Blessing Sow","female",0.87,33,"adult","GN","Guinea",0.4,"2026-04-23T07:34:02.042Z"
"019db92c-fa67-74c1-9dd8-b633382eeef7","Lerato Nkosi","male",0.65,10,"child","UG","Uganda",0.34,"2026-04-23T07:34:01.729Z"
"019db92c-fa67-74c1-9dd8-b0867a6640dc","Didier Tchalla","male",0.82,41,"adult","BJ","Benin",0.55,"2026-04-23T07:34:01.409Z"
"019db92c-fa67-74c1-9dd8-af69a51fa67e","Esi Dao","female",0.82,7,"child","GH","Ghana",0.17,"2026-04-23T07:33:59.969Z"
"019db92c-fa67-74c1-9dd8-aa6a2a310aea","Tanaka Ndlovu","male",0.85,54,"adult","ZW","Zimbabwe",0.53,"2026-04-23T07:33:59.649Z"
"019db92c-fa67-74c1-9dd8-a65a838d99c0","Djeneba Tchalla","female",0.67,5,"child","NG","Nigeria",0.85,"2026-04-23T07:33:59.329Z"
"019db92c-fa67-74c1-9dd8-a1d448ba5058","Sharon Johnson","female",0.88,84,"senior","JP","Japan",0.4,"2026-04-23T07:33:59.009Z"
"019db92c-fa67-74c1-9dd8-9c1d09a35d8e","Aimée Nze","female",0.77,33,"adult","CG","Republic of the Congo",0.61,"2026-04-23T07:33:58.688Z"
"019db92c-fa67-74c1-9dd8-9ba8647a6bf7","Ayasha Ahmed","female",0.87,56,"adult","SC","Seychelles",0.24,"2026-04-23T07:33:58.377Z"
"019db92c-fa67-74c1-9dd8-97ece39c3dfc","Thandiwe Nkosi","female",0.74,46,"adult","AO","Angola",0.54,"2026-04-23T07:33:58.058Z"
"019db92c-fa67-74c1-9dd8-93aebf90a813","Peace Dossou","female",0.77,89,"senior","SN","Senegal",0.91,"2026-04-23T07:33:57.738Z"
"019db92c-fa67-74c1-9dd8-8dea457b96fd","Fortuné Nkoghe","male",0.97,49,"adult","CM","Cameroon",0.46,"2026-04-23T07:33:57.397Z"
"019db92c-fa67-74c1-9dd8-8be6aefa1f24","Otieno Abdi","male",0.78,35,"adult","ET","Ethiopia",0.43,"2026-04-23T07:33:56.509Z"
"019db92c-fa67-74c1-9dd8-86e6573ed606","Claire Obiang","female",0.95,58,"adult","CM","Cameroon",0.44,"2026-04-23T07:33:56.169Z"
"019db92c-fa67-74c1-9dd8-814e6df5c798","Ali Mengistu","male",0.69,50,"adult","MU","Mauritius",0.47,"2026-04-23T07:33:55.849Z"
"019db92c-fa67-74c1-9dd8-7f15adaef309","Mary Johnson","female",0.92,65,"senior","BR","Brazil",0.68,"2026-04-23T07:33:55.529Z"
"019db92c-fa67-74c1-9dd8-7b98c6f574dc","Ghita Mansouri","female",0.91,33,"adult","MA","Morocco",0.32,"2026-04-23T07:33:55.217Z"
"019db92c-fa67-74c1-9dd8-76026e5c9e7d","Sipho Ndlovu","male",0.93,88,"senior","ZA","South Africa",0.31,"2026-04-23T07:33:54.889Z"
"019db92c-fa67-74c1-9dd8-7173f517462a","Ali Otieno","male",0.96,68,"senior","KM","Comoros",0.69,"2026-04-23T07:33:53.449Z"
"019db92c-fa67-74c1-9dd8-6e8dcb71aea2","Miséricorde Adoula","female",0.7,82,"senior","CM","Cameroon",0.88,"2026-04-23T07:33:53.112Z"
"019db92c-fa67-74c1-9dd8-6a67ebf57f63","Ashley Williams","female",0.83,29,"adult","BR","Brazil",0.15,"2026-04-23T07:33:52.794Z"
"019db92c-fa67-74c1-9dd8-651f44559a2a","Rudo Mnguni","male",0.94,12,"child","ZA","South Africa",0.14,"2026-04-23T07:33:52.488Z"
"019db92c-fa67-74c1-9dd8-61a75dcbe64f","Maryam Awino","female",0.9,25,"adult","KE","Kenya",0.31,"2026-04-23T07:33:52.166Z"
"019db92c-fa67-74c1-9dd8-5f9b56ff70d2","Ifeoma Coulibaly","female",0.9,26,"adult","SN","Senegal",0.7,"2026-04-23T07:33:51.845Z"
"019db92c-fa67-74c1-9dd8-598381f5317c","Fatoumata Traoré","female",0.71,18,"teenager","LR","Liberia",0.7,"2026-04-23T07:33:51.513Z"
"019db92c-fa67-74c1-9dd8-54debe27c8d5","Yaw Sidibé","male",0.76,53,"adult","GH","Ghana",0.74,"2026-04-23T07:33:51.129Z"
"019db92c-fa67-74c1-9dd8-53ead84516ef","Nana Olawale","male",0.74,39,"adult","GH","Ghana",0.94,"2026-04-23T07:33:50.809Z"
"019db92c-fa67-74c1-9dd8-4ec4d7f36a33","Ibrahim Abebe","male",0.94,9,"child","MG","Madagascar",0.81,"2026-04-23T07:33:50.489Z"
"019db92c-fa67-74c1-9dd8-48c2ade7dd6e","Rudo Nkomo","female",0.66,59,"adult","ST","São Tomé and Príncipe",0.44,"2026-04-23T07:33:50.169Z"
